Role,Name,Parameters,OrgM,Priority
View-Only Configuration,Get-LogExportVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-JournalRule,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IntraOrganizationConnector,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IntraOrganizationConfiguration,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ImapSettings,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IRMConfiguration,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IPBlockListProvidersConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IPBlockListProvider,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IPBlockListEntry,Debug;ErrorAction;ErrorVariable;Identity;IPAddress;OutBuffer;OutVariable;ResultSize;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IPBlockListConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IPAllowListProvidersConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IPAllowListProvider,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IPAllowListEntry,Debug;ErrorAction;ErrorVariable;Identity;IPAddress;OutBuffer;OutVariable;ResultSize;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-IPAllowListConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-HybridConfiguration,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-HostedContentFilterRule,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;State;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-HealthReport,Debug;DomainController;ErrorAction;ErrorVariable;GroupSize;HaImpactingOnly;HealthSet;Identity;MinimumOnlinePercent;OutBuffer;OutVariable;RollupGroup;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-GlobalMonitoringOverride,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Get-GlobalAddressList,Debug;DefaultOnly;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-FrontendTransportService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IntraOrgConnectorProtocolLoggingLevel;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ForeignConnector,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-FederationTrust,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-FederationInformation,BypassAdditionalDomainValidation;Debug;DomainName;ErrorAction;ErrorVariable;Force;OutBuffer;OutVariable;TrustedHostnames;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-FederatedOrganizationIdentifier,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeExtendedDomainInfo;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-FederatedDomainProof,Debug;DomainController;DomainName;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Thumbprint;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-FailedContentIndexDocuments,Archive;Confirm;Debug;DomainController;EndDate;ErrorAction;ErrorCode;ErrorVariable;FailureMode;Identity;MailboxDatabase;OutBuffer;OutVariable;ResultSize;Server;StartDate;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Get-ExchangeSettings,ConfigName;Database;Debug;Diagnostic;DiagnosticArgument;DomainController;ErrorAction;ErrorVariable;Force;GenericScopeName;GenericScopes;GenericScopeValue;Identity;Organization;OutBuffer;OutVariable;Process;Server;User;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ExchangeServerAccessLicenseUser,Debug;ErrorAction;ErrorVariable;LicenseName;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ExchangeServerAccessLicense,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ExchangeServer,Debug;Domain;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ExchangeCertificate,Debug;DomainController;DomainName;ErrorAction;ErrorVariable;Identity;Instance;OutBuffer;OutVariable;Server;Thumbprint;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ExchangeAssistanceConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-EventLogLevel,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-EmailAddressPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeMailboxSettingOnlyPolicy;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-EdgeSyncServiceConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Site;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-EdgeSubscription,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-EcpVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DlpPolicyTemplate,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DlpPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DlpKeywordDictionary,Name,0,60
View-Only Configuration,Get-DlpComplianceRuleV2,Debug;DomainController;ErrorAction;Identity;Policy;Verbose,0,60
View-Only Configuration,Get-DlpComplianceRule,Debug;DomainController;ErrorAction;Identity;Policy;Verbose,0,60
View-Only Configuration,Get-DlpCompliancePolicy,Debug;DomainController;ErrorAction;Identity;Verbose,0,60
View-Only Configuration,Get-DetailsTemplate,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Get-DeliveryAgentConnector,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DefaultFolderHistory,Debug;DefaultFolderType;ErrorAction;ErrorVariable;FromDateTime;Identity;OutBuffer;OutVariable;ResultSize;ToDateTime;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DatabaseAvailabilityGroupNetwork,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DatabaseAvailabilityGroupConfiguration,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DatabaseAvailabilityGroup,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-DataClassification,ClassificationRuleCollectionIdentity;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ContentIndexingProcess,Debug;FarmLabel;Verbose,0,60
View-Only Configuration,Get-ContentFilterPhrase,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Phrase;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ContentFilterConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ComplianceServiceVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ComplianceSecurityFilter,Action;Debug;DomainController;ErrorAction;ErrorVariable;FilterName;OutBuffer;OutVariable;User;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-CmdletExtensionAgent,Assembly;Debug;DomainController;Enabled;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ClientAccessService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeAlternateServiceAccountCredentialStatus;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ClientAccessServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeAlternateServiceAccountCredentialStatus;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ClientAccessArray,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Site;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ClassificationRuleCollection,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-CASMailboxPlan,DomainController,0,60
View-Only Configuration,Get-AvailabilityConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AvailabilityAddressSpace,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AutodiscoverVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AuthServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AuthRedirect,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AuthConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AuditLogSearch,CreatedAfter;CreatedBefore;Debug;ErrorAction;ErrorVariable;Identity;ResultSize;Type;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-App,Debug;DomainController;ErrorAction;ErrorVariable;Identity;Mailbox;OrganizationApp;OutBuffer;OutVariable;PrivateCatalog;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AgentTrafficTypeSubscription,SubType;TrafficType;TransportAgent;TransportService,0,60
View-Only Configuration,Get-AgentLog,Debug;EndDate;ErrorAction;ErrorVariable;Location;OutBuffer;OutVariable;StartDate;TransportService;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AdministrativeUnit,Debug;DisplayName;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AdminAuditLogConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AddressList,Container;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;SearchText;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AddressBookPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AdSiteLink,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ActivityAlert,Debug;DomainController,0,60
View-Only Configuration,Get-ActiveSyncVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ActiveSyncOrganizationSettings,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ActiveSyncMailboxPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ActiveSyncDeviceClass,Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;SortBy;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ActiveSyncDeviceAutoblockThreshold,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ActiveSyncDeviceAccessRule,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-AcceptedDomain,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ADSite,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ADServerSettings,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ADPermission,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Owner;User;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Export-UMCallDataRecord,ClientStream;Confirm;Date;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;UMDialPlan;UMIPGateway;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Export-TransportRuleCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Export-JournalRuleCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Export-DlpPolicyCollection,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Export-AutoDiscoverConfig,Confirm;Debug;DeleteConfig;DomainController;ErrorAction;ErrorVariable;MultipleExchangeDeployments;OutBuffer;OutVariable;PreferredSourceFqdn;SourceForestCredential;TargetForestCredential;TargetForestDomainController;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Export-ActiveSyncLog,Confirm;Debug;EndDate;ErrorAction;ErrorVariable;Filename;Force;OutBuffer;OutputPath;OutputPrefix;OutVariable;StartDate;UseGMT;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Enable-ExchangeCertificate,Identity,0,60
View-Only Configuration,Add-ServerMonitoringOverride,ApplyVersion;Confirm;Debug;Duration;ErrorAction;ErrorVariable;Identity;ItemType;OutBuffer;OutVariable;PropertyName;PropertyValue;Server;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Add-GlobalMonitoringOverride,ApplyVersion;BuildRange;Confirm;Debug;DomainController;Duration;ErrorAction;ErrorVariable;Identity;ItemType;OutBuffer;OutVariable;PropertyName;PropertyValue;Roles;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Recipients,Start-AuditAssistant,BacklogAssistant;ExpectedFoldersCount;FolderTimeRangeSpecifierUTC;Identity,0,60
View-Only Recipients,Set-UnifiedAuditSetting,AlternativeTenantId;Debug;ErrorAction;ErrorVariable;Identity;IngestionEnabled;LoadBalancerCount;OutBuffer;OutVariable;RefreshInterval;RetentionDays;Verbose;WarningAction;WarningVariable,0,60
View-Only Recipients,Set-ADServerSettings,ConfigurationDomainController;Confirm;Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;PreferredGlobalCatalog;PreferredServer;RecipientViewRoot;RunspaceServerSettings;SetPreferredDomainControllers;Verbose;ViewEntireForest;WarningAction;WarningVariable;WhatIf,0,60
View-Only Recipients,Search-MessageTrackingReport,BypassDelegateChecking;Confirm;Debug;DomainController;DoNotResolve;ErrorAction;ErrorVariable;Identity;MessageEntryId;MessageId;OutBuffer;OutVariable;Recipients;ResultSize;Sender;Subject;TraceLevel;Verbose;WarningAction;WarningVariable;WhatIf,0,60
