Alert,Description,Tactic,Severity,Provider,Detection Service,DetectionURL,connectorId,dataTypes
Access from a TOR exit node to a key vault(KV_TORAccess),A key vault has been accessed from a known TOR exit node. This could be an indication that a threat actor has accessed the key vault and is using the TOR network to hide their source location. We recommend further investigations.,Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
High volume of operations in a key vault(KV_OperationVolumeAnomaly),"An anomalous number of key vault operations were performed by a user, service principal, and/or a specific key vault. This anomalous activity pattern may be legitimate, but it could be an indication that a threat actor has gained access to the key vault and the secrets contained within it. We recommend further investigations.",Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious policy change and secret query in a key vault(KV_PutGetAnomaly),"A user or service principal has performed an anomalous Vault Put policy change operation followed by one or more Secret Get operations. This pattern is not normally performed by the specified user or service principal. This may be legitimate activity, but it could be an indication that a threat actor has updated the key vault policy to access previously inaccessible secrets. We recommend further investigations.",Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious secret listing and query in a key vault(KV_ListGetAnomaly),"A user or service principal has performed an anomalous Secret List operation followed by one or more Secret Get operations. This pattern is not normally performed by the specified user or service principal and is typically associated with secret dumping. This may be legitimate activity, but it could be an indication that a threat actor has gained access to the key vault and is trying to discover secrets that can be used to move laterally through your network and/or gain access to sensitive resources. We recommend further investigations.",Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual application accessed a key vault(KV_AppAnomaly),"A key vault has been accessed by a service principal that does not normally access it. This anomalous access pattern may be legitimate activity, but it could be an indication that a threat actor has gained access to the key vault in an attempt to access the secrets contained within it. We recommend further investigations.",Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual operation pattern in a key vaultKV_OperationPatternAnomaly),"An anomalous pattern of key vault operations was performed by a user, service principal, and/or a specific key vault. This anomalous activity pattern may be legitimate, but it could be an indication that a threat actor has gained access to the key vault and the secrets contained within it. We recommend further investigations.",Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual user accessed a key vault(KV_UserAnomaly),"A key vault has been accessed by a user that does not normally access it. This anomalous access pattern may be legitimate activity, but it could be an indication that a threat actor has gained access to the key vault in an attempt to access the secrets contained within it. We recommend further investigations.",Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual user-application pair accessed a key vault(KV_UserAppAnomaly),"A key vault has been accessed by a user-service principal pair that does not normally access it. This anomalous access pattern may be legitimate activity, but it could be an indication that a threat actor has gained access to the key vault in an attempt to access the secrets contained within it. We recommend further investigations.",Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
User accessed high volume of key vaults(KV_AccountVolumeAnomaly),"A user or service principal has accessed an anomalously high volume of key vaults. This anomalous access pattern may be legitimate activity, but it could be an indication that a threat actor has gained access to multiple key vaults in an attempt to access the secrets contained within them. We recommend further investigations.",Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
DDoS Attack detected for Public IP,DDoS Attack detected for Public IP (IP address) and being mitigated.,Probing,High,Azure DDoS Protection,Microsoft Defender for Azure DDoS Protection,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
DDoS Attack mitigated for Public IP,DDoS Attack mitigated for Public IP (IP address).,Probing,Low,Azure DDoS Protection,Microsoft Defender for Azure DDoS Protection,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Security incident with shared process detected,The incident which started on {Start Time (UTC)} and recently detected on {Detected Time (UTC)} indicates that an attacker has {Action taken} your resource {Host},-,High,Security Incident,Microsoft Defender for Security Incident,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Security incident detected on multiple resources,The incident which started on {Start Time (UTC)} and recently detected on {Detected Time (UTC)} indicates that similar attack methods were performed on your cloud resources {Host},-,Medium,Security Incident,Microsoft Defender for Security Incident,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Security incident detected from same source,The incident which started on {Start Time (UTC)} and recently detected on {Detected Time (UTC)} indicates that an attacker has {Action taken} your resource {Host},-,High,Security Incident,Microsoft Defender for Security Incident,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Security incident detected on multiple machines,The incident which started on {Start Time (UTC)} and recently detected on {Detected Time (UTC)} indicates that an attacker has {Action taken} your resources {Host},-,Medium,Security Incident,Microsoft Defender for Security Incident,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Anonymous IP address,"This risk detection type indicates sign-ins from an anonymous IP address (for example, Tor browser or anonymous VPN). These IP addresses are typically used by actors who want to hide their login telemetry (IP address, location, device, and so on) for potentially malicious intent.",N.A.,N.A.,N.A.,Azure Identity Protection Center (IPC),https://docs.microsoft.com/azure/active-directory/identity-protection/concept-identity-protection-risks,AzureActiveDirectoryIdentityProtection,SecurityAlert (IPC)
