"table_name","description","category","category_primary","category_source","category_candidates","support_tier","collection_method","collection_method_source","collection_method_candidates","feeding_connector_ids","source_vendor","source_product","collector_vendor","collector_product","source_vendor_basis","collector_vendor_basis","resource_types","source_azure_monitor","source_defender_xdr","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","is_clv1"
"Report_links_data_CL","","","3rd Party (SaaS)","cl_solution_partner","3rd Party (SaaS)","Partner","Azure Function (TI Upload API)","connector","Azure Function (TI Upload API)","CofenseTriage","Cofense","Triage Threat Indicators Ingestion","","","projected","","","","","","","","","Yes","true"
"ResourceManagementPublicAccessLogs","Reference for ResourceManagementPublicAccessLogs table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/resourcemanagementpublicaccesslogs","","No","Yes","No",""
"RetinaNetworkFlowLogs","Reference for RetinaNetworkFlowLogs table in Azure Monitor Logs.","Containers","Cloud","category=Containers","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.containerservice/managedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/retinanetworkflowlogs","","Yes","Yes","No",""
"RomeDetectionEvent","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"RubrikProtectionStatus_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","RubrikProtectionStatus","Rubrik","Security Cloud Protection Status","","","projected","","","","","","","","","Yes",""
"Rubrik_Anomaly_Data_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","RubrikSecurityCloudAzureFunctions","Rubrik","Security Cloud","","","projected","","","No","No","","","","Yes","Yes","true"
"Rubrik_Events_Data_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","RubrikSecurityCloudAzureFunctions","Rubrik","Security Cloud","","","projected","","","No","No","","","","Yes","Yes","true"
"Rubrik_Ransomware_Data_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","RubrikSecurityCloudAzureFunctions","Rubrik","Security Cloud","","","projected","","","No","No","","","","Yes","Yes","true"
"Rubrik_ThreatHunt_Data_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","RubrikSecurityCloudAzureFunctions","Rubrik","Security Cloud","","","projected","","","No","No","","","","Yes","Yes","true"
"SAPBTPAuditLog_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","SAPBTPAuditEvents","SAP","BTP","","","projected","","","No","No","","","","Yes","Yes",""
"SAPETDAlerts_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","SAPETDAlerts","SAP","Enterprise Threat Detection, cloud edition","","","projected","","","No","No","","","","Yes","Yes",""
"SAPETDInvestigations_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","SAPETDAlerts","SAP","Enterprise Threat Detection, cloud edition","","","projected","","","No","No","","","","Yes","Yes",""
"SAPLogServ_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF Push","3rd Party (SaaS)","Partner","CCF Push","connector","CCF Push","SAPLogServ","SAP","LogServ","","","projected","","","No","No","","","","Yes","Yes",""
"SCCMAssessmentRecommendation","Reference for SCCMAssessmentRecommendation table in Azure Monitor Logs.","Workloads","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sccmassessmentrecommendation","","No","Yes","Yes",""
"SCGPoolExecutionLog","Reference for SCGPoolExecutionLog table in Azure Monitor Logs.","Audit, Azure Monitor","Cloud","category=Azure Monitor","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.standbypool/standbycontainergrouppools","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/scgpoolexecutionlog","","Yes","Yes","No",""
"SCGPoolRequestLog","Reference for SCGPoolRequestLog table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.standbypool/standbycontainergrouppools","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/scgpoolrequestlog","","Yes","Yes","No",""
"SCOMAssessmentRecommendation","Reference for SCOMAssessmentRecommendation table in Azure Monitor Logs.","Workloads","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/scomassessmentrecommendation","","No","Yes","Yes",""
"SIGNL4_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"SINECSecurityGuard_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"SOCPrimeAuditLogs_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","SOCPrimeAuditLogsDataConnector","Microsoft","","","","projected","","","No","No","","","","Yes","Yes",""
"SOCRadarAuditLog_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"SOCRadar_Alarms_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"SPAssessmentRecommendation","Reference for SPAssessmentRecommendation table in Azure Monitor Logs.","Workloads","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/spassessmentrecommendation","","No","Yes","Yes",""
"SQLAssessmentRecommendation","Reference for SQLAssessmentRecommendation table in Azure Monitor Logs.","Workloads","Syslog/CEF","collection_method=AMA","Syslog/CEF,Cloud","","AMA","tables_reference","","","","","","","","","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sqlassessmentrecommendation","","No","Yes","Yes",""
"SQLSecurityAuditEvents","Reference for SQLSecurityAuditEvents table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.synapse/workspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sqlsecurityauditevents","","No","Yes","No",""
"SVMPoolExecutionLog","Reference for SVMPoolExecutionLog table in Azure Monitor Logs.","Audit, Azure Monitor","Cloud","category=Azure Monitor","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.standbypool/standbyvirtualmachinepools","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/svmpoolexecutionlog","","Yes","Yes","No",""
"SVMPoolRequestLog","Reference for SVMPoolRequestLog table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.standbypool/standbyvirtualmachinepools","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/svmpoolrequestlog","","Yes","Yes","No",""
"SailPointIDN_EventsV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","SailPointIdentityNowConnector","SailPoint","IdentityNow","","","projected","","","","","","","","","Yes",""
"SailPointIDN_Events_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","SailPointIdentityNow","SailPoint","IdentityNow","","","projected","","","","","","","","","Yes","true"
"SailPointIDN_Triggers_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","SailPointIdentityNow","SailPoint","IdentityNow","","","projected","","","","","","","","","Yes","true"
"SalemAlerts_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"SalesForceRealTimeEventMonitoring_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","SalesForceRTEMConnector","Salesforce","Real-Time Event Monitoring","","","projected","","","No","No","","","","No","Yes",""
"SalesforceAuditTrail","Reference for SalesforceAuditTrail table in Azure Monitor Logs.","Security","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS)","Microsoft","CCF","connector","CCF","SalesforceAuditLogsConnector","Salesforce","Audit","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/salesforceaudittrail","","Yes","Yes","No",""
"SalesforceLoginHistory","Reference for SalesforceLoginHistory table in Azure Monitor Logs.","Security","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS)","Microsoft","CCF","connector","CCF","SalesforceAuditLogsConnector","Salesforce","Audit","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/salesforceloginhistory","","Yes","Yes","No",""
"SalesforceServiceCloudV2_CL","","","3rd Party (SaaS)","collection_method=Azure Function","3rd Party (SaaS),Cloud","Microsoft","Azure Function","connector","Azure Function","SalesforceServiceCloud","Salesforce","Service Cloud","","","projected","","","","","","","","","Yes",""
"SalesforceServiceCloudV3_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector_published_only","Azure Function,CCF","SalesforceServiceCloud,SalesforceServiceCloudCCPDefinition","Salesforce","Service Cloud","","","projected","","","No","No","","","","No","Yes",""
"SalesforceServiceCloud_CL","","","3rd Party (SaaS)","collection_method=Azure Function","3rd Party (SaaS),Cloud","Microsoft","Azure Function","connector","Azure Function","SalesforceServiceCloud","Salesforce","Service Cloud","","","projected","","","","","","","","","Yes","true"
"Samsung_Knox_Application_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"Samsung_Knox_Audit_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","No","No","","","","Yes","Yes",""
"Samsung_Knox_Network_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"Samsung_Knox_Process_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"Samsung_Knox_System_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"Samsung_Knox_User_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"SecureScoreControls","Reference for SecureScoreControls table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securescorecontrols","","No","Yes","No",""
"SecureScores","Reference for SecureScores table in Azure Monitor Logs.","-","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securescores","","No","Yes","No",""
"SecurityAlert","Reference for SecurityAlert table in Azure Monitor Logs.","Internal","Internal","category=Internal","Internal,Cloud","Microsoft","Internal","tables_reference","","","","","","","","","microsoft.securityinsights/securityinsights","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityalert","","No","Yes","No",""
"SecurityAlert​","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","No","No",""
"SecurityAttackPathData","Reference for SecurityAttackPathData table in Azure Monitor Logs.","Security","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.security/security","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityattackpathdata","","Yes","Yes","No",""
"SecurityBaseline","Reference for SecurityBaseline table in Azure Monitor Logs.","Security","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securitybaseline","","No","Yes","No",""
"SecurityBaselineSummary","Reference for SecurityBaselineSummary table in Azure Monitor Logs.","Security","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securitybaselinesummary","","No","Yes","No",""
"SecurityBridgeLogs_CL","","","Syslog/CEF","collection_method=AMA","Syslog/CEF,Cloud","Various","AMA","connector","AMA","CustomlogsviaAMA,SecurityBridgeSAP","Microsoft;SAP","","SecurityBridge","SecurityBridge Platform","projected","projected","","No","No","","","","Yes","Yes",""
