"table_name","description","category","support_tier","collection_method","solutions","resource_types","table_type","source_azure_monitor","source_defender_xdr","xdr_only","source_feature_support","source_ingestion_api","source_sentinel_tables","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","lake_only_supported"
"SecurityCaseEvent","Reference for SecurityCaseEvent table in Azure Monitor Logs.","Audit","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securitycaseevent","","Yes","No","No","Yes"
"SecurityDetection","Reference for SecurityDetection table in Azure Monitor Logs.","Security","","","Security","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securitydetection","","No","Yes","No","No"
"SecurityEvent","Reference for SecurityEvent table in Azure Monitor Logs.","Windows","Microsoft","AMA","Security, SecurityInsights","microsoft.securityinsights/securityinsights, microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets","","Yes","No","No","Yes","Yes","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityevent","","Yes","Yes","Yes","Yes"
"SecurityIncident","Reference for SecurityIncident table in Azure Monitor Logs.","Internal","Microsoft","Internal","SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityincident","","No","Yes","No","Yes"
"SecurityIoTRawEvent","Reference for SecurityIoTRawEvent table in Azure Monitor Logs.","Security","","","AzureSecurityOfThings","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityiotrawevent","","No","Yes","No","No"
"SecurityNestedRecommendation","Reference for SecurityNestedRecommendation table in Azure Monitor Logs.","-","","","Security, SecurityCenter, SecurityCenterFree","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securitynestedrecommendation","","No","Yes","No","No"
"SecurityRecommendation","Reference for SecurityRecommendation table in Azure Monitor Logs.","Security","","","AzureSecurityOfThings, Security, SecurityCenterFree","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityrecommendation","","No","Yes","No","No"
"SecurityRegulatoryCompliance","Reference for SecurityRegulatoryCompliance table in Azure Monitor Logs.","-","","","Security, SecurityCenter, SecurityCenterFree","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityregulatorycompliance","","No","Yes","No","No"
"Seg_Cg_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Seg_Dlp_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SentinelAlibabaCloudAPIGatewayLogs","Reference for SentinelAlibabaCloudAPIGatewayLogs table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sentinelalibabacloudapigatewaylogs","","Yes","Yes","Yes","Yes"
"SentinelAlibabaCloudVPCFlowLogs","Reference for SentinelAlibabaCloudVPCFlowLogs table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sentinelalibabacloudvpcflowlogs","","Yes","Yes","Yes","Yes"
"SentinelAlibabaCloudWAFLogs","Reference for SentinelAlibabaCloudWAFLogs table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sentinelalibabacloudwaflogs","","Yes","Yes","Yes","Yes"
"SentinelAudit","Reference for SentinelAudit table in Azure Monitor Logs.","Internal","Microsoft","Internal","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sentinelaudit","","No","Yes","No","Yes"
"SentinelBehaviorEntities","Reference for SentinelBehaviorEntities table in Azure Monitor Logs.","Security","","","SecurityInsights","microsoft.securityinsights/securityinsights","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sentinelbehaviorentities","","Yes","No","No","No"
"SentinelBehaviorInfo","Reference for SentinelBehaviorInfo table in Azure Monitor Logs.","Security","","","SecurityInsights","microsoft.securityinsights/securityinsights","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sentinelbehaviorinfo","","Yes","No","No","No"
"SentinelHealth","Reference for SentinelHealth table in Azure Monitor Logs.","Security","","Internal","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sentinelhealth","","No","Yes","No","Yes"
"SentinelImpervaWAFCloudV2Logs","Reference for SentinelImpervaWAFCloudV2Logs table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sentinelimpervawafcloudv2logs","","Yes","Yes","No","Yes"
"SentinelOneActivities_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SentinelOneAgents_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SentinelOneAlerts_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SentinelOneGroups_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SentinelOneThreats_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SentinelOne_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SeraphicWebSecurity_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"ServiceFabricOperationalEvent","Reference for ServiceFabricOperationalEvent table in Azure Monitor Logs.","Azure Resources","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/servicefabricoperationalevent","","No","No","No","No"
"ServiceFabricReliableActorEvent","Reference for ServiceFabricReliableActorEvent table in Azure Monitor Logs.","Azure Resources","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/servicefabricreliableactorevent","","No","No","No","No"
"ServiceFabricReliableServiceEvent","Reference for ServiceFabricReliableServiceEvent table in Azure Monitor Logs.","Azure Resources","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/servicefabricreliableserviceevent","","No","No","No","No"
"SfBAssessmentRecommendation","Reference for SfBAssessmentRecommendation table in Azure Monitor Logs.","Workloads","","","AzureResources, SfBAssessment","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sfbassessmentrecommendation","","No","Yes","Yes","No"
"SfBOnlineAssessmentRecommendation","Reference for SfBOnlineAssessmentRecommendation table in Azure Monitor Logs.","Workloads","","","AzureResources, SfBOnlineAssessment","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sfbonlineassessmentrecommendation","","No","Yes","Yes","No"
"SharePointOnlineAssessmentRecommendation","Reference for SharePointOnlineAssessmentRecommendation table in Azure Monitor Logs.","Workloads","","","AzureResources, SharePointOnlineAssessment","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sharepointonlineassessmentrecommendation","","No","Yes","Yes","No"
"SignalRServiceDiagnosticLogs","Reference for SignalRServiceDiagnosticLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.signalrservice/signalr","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/signalrservicediagnosticlogs","","No","Yes","No","No"
"SigninLogs","Reference for SigninLogs table in Azure Monitor Logs.","Azure Resources, Security","","","LogManagement","microsoft.graph/tenants","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/signinlogs","","Yes","Yes","No","Yes"
"SlackAuditV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeLoad_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeLogin_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeMaterializedView_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeQuery_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeRoleGrant_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeRoles_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeTableStorageMetrics_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeTables_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeUserGrant_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SnowflakeUsers_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Sonrai_Tickets_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"SophosEPEvents_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SophosEP_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SqlAtpStatus","Reference for SqlAtpStatus table in Azure Monitor Logs.","-","","","SQLAdvancedThreatProtection","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sqlatpstatus","","No","Yes","No","No"
"SqlVulnerabilityAssessmentResult","Reference for SqlVulnerabilityAssessmentResult table in Azure Monitor Logs.","Workloads","","","SQLThreatDetection, SQLVulnerabilityAssessment","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sqlvulnerabilityassessmentresult","","No","Yes","No","No"
"SqlVulnerabilityAssessmentScanStatus","Reference for SqlVulnerabilityAssessmentScanStatus table in Azure Monitor Logs.","-","","","SQLVulnerabilityAssessment","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sqlvulnerabilityassessmentscanstatus","","No","Yes","No","No"
"SquidProxy_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"StorageBlobLogs","Reference for StorageBlobLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storage/storageaccounts","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagebloblogs","","Yes","Yes","No","Yes"
"StorageCacheOperationEvents","Reference for StorageCacheOperationEvents table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storagecache/caches","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagecacheoperationevents","","No","Yes","No","No"
"StorageCacheUpgradeEvents","Reference for StorageCacheUpgradeEvents table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storagecache/caches","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagecacheupgradeevents","","No","Yes","No","No"
"StorageCacheWarningEvents","Reference for StorageCacheWarningEvents table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storagecache/caches","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagecachewarningevents","","No","Yes","No","No"
"StorageFileLogs","Reference for StorageFileLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storage/storageaccounts","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagefilelogs","","Yes","Yes","No","Yes"
"StorageMalwareScanningResults","Reference for StorageMalwareScanningResults table in Azure Monitor Logs.","Azure Resources, Security","","","LogManagement","microsoft.security/defenderforstoragesettings","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagemalwarescanningresults","","Yes","Yes","No","Yes"
"StorageMoverAuditLogs","Reference for StorageMoverAuditLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storagemover/storagemovers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagemoverauditlogs","","Yes","No","No","No"
"StorageMoverCopyLogsFailed","Reference for StorageMoverCopyLogsFailed table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storagemover/storagemovers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagemovercopylogsfailed","","Yes","Yes","No","Yes"
"StorageMoverCopyLogsTransferred","Reference for StorageMoverCopyLogsTransferred table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storagemover/storagemovers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagemovercopylogstransferred","","Yes","Yes","No","Yes"
"StorageMoverJobRunLogs","Reference for StorageMoverJobRunLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storagemover/storagemovers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagemoverjobrunlogs","","Yes","Yes","No","No"
"StorageQueueLogs","Reference for StorageQueueLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storage/storageaccounts","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagequeuelogs","","Yes","Yes","No","Yes"
"StorageTableLogs","Reference for StorageTableLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.storage/storageaccounts","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/storagetablelogs","","Yes","Yes","No","Yes"
"StriderShieldEmailAddresses_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SucceededIngestion","Reference for SucceededIngestion table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.kusto/clusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/succeededingestion","","No","Yes","No","No"
"SymantecICDx_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"SynapseBigDataPoolApplicationsEnded","Reference for SynapseBigDataPoolApplicationsEnded table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.synapse/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/synapsebigdatapoolapplicationsended","","No","Yes","No","No"
