"table_name","column_name","column_type","description"
"StorageMoverJobRunLogs","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageMoverJobRunLogs","StatusCode","string","Status code associated with the log message."
"StorageMoverJobRunLogs","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageMoverJobRunLogs","TenantId","string","The Log Analytics workspace ID"
"StorageMoverJobRunLogs","TimeGenerated","datetime","Time in UTC when the log was generated on the Storage Mover agent."
"StorageMoverJobRunLogs","Type","string","The name of the table"
"StorageQueueLogs","AccountName","string","The name of the storage account."
"StorageQueueLogs","AuthenticationHash","string","The hash of authentication token."
"StorageQueueLogs","AuthenticationType","string","The type of authentication that was used to make the request."
"StorageQueueLogs","AuthorizationDetails","dynamic","Detailed policy information used to authorize the request."
"StorageQueueLogs","_BilledSize","real","The record size in bytes"
"StorageQueueLogs","CallerIpAddress","string","The IP address of the requester, including the port number."
"StorageQueueLogs","Category","string","The category of requested operation."
"StorageQueueLogs","ClientRequestId","string","The x-ms-client-request-id header value of the request."
"StorageQueueLogs","ConditionsUsed","string","A semicolon-separated list of key-value pairs that represent a condition."
"StorageQueueLogs","ContentLengthHeader","long","The value of the Content-Length header for the request sent to the storage service."
"StorageQueueLogs","CorrelationId","string","The ID that is used to correlate logs across resources."
"StorageQueueLogs","DurationMs","real","The total time, expressed in milliseconds, to perform the requested operation. This includes the time to read the incoming request, and to send the response to the requester."
"StorageQueueLogs","Etag","string","The ETag identifier for the returned object, in quotes."
"StorageQueueLogs","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageQueueLogs","LastModifiedTime","datetime","The Last Modified Time (LMT) for the returned object. This field is empty for operations that can return multiple objects."
"StorageQueueLogs","Location","string","The location of storage account."
"StorageQueueLogs","MetricResponseType","string","Records the metric response for correlation between metrics and logs."
"StorageQueueLogs","ObjectKey","string","The key of the requested object, in quotes."
"StorageQueueLogs","OperationCount","int","The number of each logged operation that is involved in the request. This count starts with an index of 0. Some requests require more than one operation, such as a request to copy a blob. Most requests perform only one operation."
"StorageQueueLogs","OperationName","string","The type of REST operation that was performed."
"StorageQueueLogs","OperationVersion","string","The storage service version that was specified when the request was made. This is equivalent to the value of the x-ms-version header."
"StorageQueueLogs","Protocol","string","The protocol that is used in the operation."
"StorageQueueLogs","ReferrerHeader","string","The Referer header value."
"StorageQueueLogs","RequestBodySize","long","The size of the request packets, expressed in bytes, that are read by the storage service. If a request is unsuccessful, this value might be empty."
"StorageQueueLogs","RequesterAppId","string","The Open Authorization (OAuth) application ID that is used as the requester."
"StorageQueueLogs","RequesterAudience","string","The OAuth audience of the request."
"StorageQueueLogs","RequesterObjectId","string","The OAuth object ID of the requester."
"StorageQueueLogs","RequesterTenantId","string","The OAuth tenant ID of identity."
"StorageQueueLogs","RequesterTokenIssuer","string","The OAuth token issuer."
"StorageQueueLogs","RequesterUpn","string","The User Principal Names of requestor."
"StorageQueueLogs","RequestHeaderSize","long","The size of the request header expressed in bytes. If a request is unsuccessful, this value might be empty."
"StorageQueueLogs","RequestMd5","string","The value of either the Content-MD5 header or the x-ms-content-md5 header in the request. The MD5 hash value specified in this field represents the content in the request."
"StorageQueueLogs","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageQueueLogs","ResponseBodySize","long","The size of the response packets written by the storage service, in bytes. If a request is unsuccessful, this value may be empty."
"StorageQueueLogs","ResponseHeaderSize","long","The size of the response header expressed in bytes. If a request is unsuccessful, this value might be empty."
"StorageQueueLogs","ResponseMd5","string","The value of the MD5 hash calculated by the storage service."
"StorageQueueLogs","SasExpiryStatus","string","Records any violations in the request SAS token as per the SAS policy set in the storage account. Ex: longer SAS token duration specified than allowed per SAS policy"
"StorageQueueLogs","SchemaVersion","string","The schema version of the log."
"StorageQueueLogs","ServerLatencyMs","real","The total time expressed in milliseconds to perform the requested operation. This value doesn't include network latency (the time to read the incoming request and send the response to the requester)."
"StorageQueueLogs","ServiceType","string","The service associated with this request."
"StorageQueueLogs","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageQueueLogs","StatusCode","string","The HTTP status code for the request. If the request is interrupted, this value might be set to Unknown."
"StorageQueueLogs","StatusText","string","The status of the requested operation."
"StorageQueueLogs","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageQueueLogs","TenantId","string","The Log Analytics workspace ID"
"StorageQueueLogs","TimeGenerated","datetime","The Universal Time Coordinated (UTC) time when the request was received by storage."
"StorageQueueLogs","TlsVersion","string","The TLS version used in the connection of request."
"StorageQueueLogs","Type","string","The name of the table"
"StorageQueueLogs","Uri","string","Uniform resource identifier that is requested."
"StorageQueueLogs","UserAgentHeader","string","The User-Agent header value, in quotes."
"StorageTableLogs","AccountName","string","The name of the storage account."
"StorageTableLogs","AuthenticationHash","string","The hash of authentication token."
"StorageTableLogs","AuthenticationType","string","The type of authentication that was used to make the request."
"StorageTableLogs","AuthorizationDetails","dynamic","Detailed policy information used to authorize the request."
"StorageTableLogs","_BilledSize","real","The record size in bytes"
"StorageTableLogs","CallerIpAddress","string","The IP address of the requester, including the port number."
"StorageTableLogs","Category","string","The category of requested operation."
"StorageTableLogs","ClientRequestId","string","The x-ms-client-request-id header value of the request."
"StorageTableLogs","ConditionsUsed","string","A semicolon-separated list of key-value pairs that represent a condition."
"StorageTableLogs","ContentLengthHeader","long","The value of the Content-Length header for the request sent to the storage service."
