sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2046329,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known Command and Control (CnC) domain associated with mobile malware, indicating that the malware may be attempting to establish communication with its infrastructure.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query related to a known command and control domain associated with Android malware, indicating a potential successful compromise.","dns,malware,trojan,mobile"
2046330,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a known command and control domain associated with mobile malware, indicating the establishment of communication between the compromised device and the attacker's infrastructure.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a known malicious domain associated with Android spyware, indicating a successful compromise potential.","dns,trojan,mobile,c2"
2046331,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known malicious domain associated with mobile malware, indicating an attempt to establish command and control communication.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a DNS query related to a known mobile malware command and control domain, indicating a successful compromise or an active threat to client endpoints.","mobile,trojan,dns,c2"
2046332,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known malicious domain associated with mobile malware, indicating an attempt to establish command and control communication.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a known malicious domain associated with Android spyware, indicating a successful compromise attempt.","mobile,trojan,dns,c2"
2046333,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a domain associated with mobile malware, indicating an attempt to establish a command and control channel, which is part of the resource development phase for the attack.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query associated with a known CnC domain used by mobile malware, indicating a successful compromise attempt.","dns,mobile,trojan,command"
2046334,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects a DNS query for a known command and control domain associated with mobile malware, indicating that the malware is attempting to establish communication with its infrastructure.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query related to a known Android malware CnC domain, indicating a potential successful compromise of a mobile device.","dns,trojan,mobile,c2"
2046335,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS lookups for a known command and control domain associated with mobile malware, indicating an attempt to establish a connection for remote control or data exfiltration.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a successful compromise or ongoing malicious activity.","dns,trojan,mobile,c2"
2046336,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known Command and Control (CnC) domain used by mobile malware, indicating that the malware may be establishing a connection to an external server for command and control purposes.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a potential successful connection to a known malicious domain associated with Android spyware, indicating a serious threat to the network.","dns,trojan,mobile,command"
2046337,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known Command and Control domain used by mobile malware, indicating an attempt to establish communication with the attacker's infrastructure.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a successful compromise attempt on the client endpoint.","dns,trojan,mobile,c2"
2046338,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule is designed to detect DNS queries related to a known malicious domain used for Command and Control (CnC) purposes, indicating an attempt to establish communication with an external server for malicious activities.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a potential successful compromise through a command and control domain associated with Android malware, indicating active malicious activity targeting client endpoints.","mobile,trojan,dns,command"
2046339,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a known command and control domain associated with Android malware, indicating an attempt to establish communication with the attacker.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query related to a known malware domain, indicating potential successful compromise and communication with a Command and Control server.","dns,trojan,mobile,command"
2046340,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known malicious domain associated with mobile malware, indicating potential command and control activity.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a DNS query related to a known mobile malware command and control domain, indicating a successful compromise and potential ongoing malicious activity.","mobile,trojan,dns,c2"
