sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2830078,Command and Control,Command and Control,TA0011,Exfiltration Over C2 Channel,T1041,"The rule identifies C2 beacon traffic, indicating that an infected device may be communicating with a command and control server, which aligns with the Command and Control tactic in the MITRE ATT&CK framework.",ext to int,,,,,,7,Command and Control (C2),"The rule detects C2 beacon traffic indicating a potential successful compromise of the client endpoint, which is a significant security concern.","c2,beacon,android,policy,Android, c2**"
2026569,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The Suricata rule detects HTTP GET requests for .txt files from a known file hosting service, which may indicate an attempt to download malicious configuration or instructions, aligning with initial access tactics where attackers compromise systems via malicious downloads.",int to ext,,,,,,3,Malware,"The rule indicates an informational alert for a .txt file download, which could be related to malware activity, but does not confirm a successful compromise.","http,anomaly,information,download"
2022049,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects potential MSXMLHTTP requests that may indicate an attempt to exploit vulnerabilities in web applications or browsers, which aligns with initial access methods where attackers try to compromise systems through malicious web content.",ext to int,,,,,,3,Miscellaneous,"The rule detects possible anomalous HTTP requests that do not indicate a confirmed compromise, thus resulting in a lower impact score.","anomaly,http,request,info"
2052050,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be utilized by attackers to establish command and control channels while evading detection through standard DNS monitoring.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic, which is not indicative of a successful compromise but rather an observation of potentially anomalous behavior. It does not directly indicate malicious activity.","dns,anomaly,tls,info"
2052051,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used by attackers to establish command and control channels while evading detection by traditional security measures.",ext to int,,,,,,2,Miscellaneous,The rule detects a DNS over HTTPS domain which may indicate anomalous behavior but does not confirm a successful compromise.,"dns,tls,anomaly,info"
2052052,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to establish a command and control channel while evading detection mechanisms.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic to a specific domain, which could indicate potential malicious activity but does not confirm a successful compromise.","dns,tls,anomaly,info"
2052053,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communication, indicating potential malicious activity related to remote control of compromised systems.",ext to int,,,,,,2,Miscellaneous,The rule detects an informational alert regarding DNS over HTTPS but does not indicate a successful compromise or a direct threat.,"dns,anomaly,tls,info"
2052054,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS, which can be used by attackers to establish command and control channels while evading detection due to its use of legitimate protocols.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain which may indicate potential reconnaissance activity, but does not confirm a successful compromise.","dns,tls,anomaly,info"
2052055,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule indicates the observation of DNS over HTTPS, which can be used for command and control communications, suggesting potential malicious activity related to data exfiltration or remote control of compromised systems.",ext to int,,,,,,3,Malware,"The rule detects DNS over HTTPS traffic which may indicate anomalous behavior, but does not confirm a successful compromise or malicious activity.","dns,tls,anomaly,info"
2052056,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communication, indicating potential malicious activity as it obscures DNS queries from traditional monitoring.",ext to int,,,,,,2,Malware,The rule detects a DNS over HTTPS domain which could be related to anomalies but does not indicate a successful compromise.,"dns,anomaly,tls,info"
2052057,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used to establish command and control channels, indicating potential malicious activity.",ext to int,,,,,,2,Miscellaneous,The rule detects DNS over HTTPS traffic related to a known domain but does not indicate a successful compromise or direct malicious activity.,"dns,https,anomaly,info"
2052058,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used by attackers to establish command and control channels, thereby indicating potential malicious activity.",ext to int,,,,,,3,Malware,"The rule detects potential DNS Over HTTPS traffic but does not indicate a successful compromise; thus, the impact score is low.","dns,anomaly,tls,info"
